"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:2000145",29,1066,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000019992,10090.ENSMUSP00000020500,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022566,10090.ENSMUSP00000025618,10090.ENSMUSP00000028062,10090.ENSMUSP00000030142,10090.ENSMUSP00000031447,10090.ENSMUSP00000032768,10090.ENSMUSP00000037909,10090.ENSMUSP00000038514,10090.ENSMUSP00000047353,10090.ENSMUSP00000053232,10090.ENSMUSP00000066880,10090.ENSMUSP00000071966,10090.ENSMUSP00000080579,10090.ENSMUSP00000081334,10090.ENSMUSP00000082682,10090.ENSMUSP00000085192,10090.ENSMUSP00000088333,10090.ENSMUSP00000101049,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000116426,10090.ENSMUSP00000133302,10090.ENSMUSP00000142284,10090.ENSMUSP00000143677","Col1a1,Lama4,Appl2,Slc9a3r1,Vcl,Spata13,Pcsk5,Vim,Epb41l4b,Anxa3,Nr2f2,Ntrk3,Irs2,Atp1b2,Stard13,Cadm4,Plxnb1,Dysf,Cldn19,Hmgb1,Col3a1,Sema6c,Col18a1,Plcb1,Bcl2,Rapgef3,Apoe,Sema4c,Camk2d",2.18e-07,0.00035,"Regulation of cell motility"
"Process","GO:0030029",21,611,10090,"10090.ENSMUSP00000006629,10090.ENSMUSP00000017288,10090.ENSMUSP00000018755,10090.ENSMUSP00000021077,10090.ENSMUSP00000028239,10090.ENSMUSP00000030039,10090.ENSMUSP00000030142,10090.ENSMUSP00000030469,10090.ENSMUSP00000046906,10090.ENSMUSP00000047705,10090.ENSMUSP00000053232,10090.ENSMUSP00000073124,10090.ENSMUSP00000074621,10090.ENSMUSP00000076459,10090.ENSMUSP00000081334,10090.ENSMUSP00000090245,10090.ENSMUSP00000101080,10090.ENSMUSP00000104322,10090.ENSMUSP00000108371,10090.ENSMUSP00000143677,10090.ENSMUSP00000153467","Sptbn1,Rnd3,Pdlim4,Slc9a3r1,Gsn,Fmn2,Epb41l4b,Lurap1,Ppp1r9a,Kcnh2,Stard13,Plec,Smtn,Sgcd,Cldn19,Marcks,Ctnna3,Gas7,Bcl2,Camk2d,Trip10",3.34e-07,0.00044,"Actin filament-based process"
"Process","GO:0007155",26,918,10090,"10090.ENSMUSP00000019992,10090.ENSMUSP00000022340,10090.ENSMUSP00000022369,10090.ENSMUSP00000025166,10090.ENSMUSP00000028280,10090.ENSMUSP00000035802,10090.ENSMUSP00000047353,10090.ENSMUSP00000066701,10090.ENSMUSP00000066880,10090.ENSMUSP00000078384,10090.ENSMUSP00000081334,10090.ENSMUSP00000084043,10090.ENSMUSP00000084633,10090.ENSMUSP00000085192,10090.ENSMUSP00000090245,10090.ENSMUSP00000092148,10090.ENSMUSP00000092210,10090.ENSMUSP00000099935,10090.ENSMUSP00000101049,10090.ENSMUSP00000101080,10090.ENSMUSP00000103243,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000113500,10090.ENSMUSP00000130668,10090.ENSMUSP00000142319","Lama4,Nid2,Vcl,Cdh2,Col5a1,Col16a1,Atp1b2,Mpz,Cadm4,Ttyh1,Cldn19,Spp1,Adam23,Col3a1,Marcks,Nfasc,Cdh19,L1cam,Col18a1,Ctnna3,Kirrel,Plcb1,Bcl2,Cadm2,Ncam1,Pcdh7",4.73e-07,0.00054,"Cell adhesion"
"Process","GO:0042552",10,125,10090,"10090.ENSMUSP00000013667,10090.ENSMUSP00000037909,10090.ENSMUSP00000041579,10090.ENSMUSP00000046185,10090.ENSMUSP00000066701,10090.ENSMUSP00000073124,10090.ENSMUSP00000076367,10090.ENSMUSP00000092148,10090.ENSMUSP00000096241,10090.ENSMUSP00000143605","Bcas1,Ntrk3,Lgi4,Mbp,Mpz,Plec,Gjc3,Nfasc,Prx,Ugt8a",4.45e-07,0.00054,"Myelination"
"Process","GO:0034762",21,641,10090,"10090.ENSMUSP00000020500,10090.ENSMUSP00000021077,10090.ENSMUSP00000038514,10090.ENSMUSP00000042405,10090.ENSMUSP00000045613,10090.ENSMUSP00000047353,10090.ENSMUSP00000047705,10090.ENSMUSP00000048460,10090.ENSMUSP00000055225,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000083077,10090.ENSMUSP00000088833,10090.ENSMUSP00000090633,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000116426,10090.ENSMUSP00000138326,10090.ENSMUSP00000139481,10090.ENSMUSP00000143677","Appl2,Slc9a3r1,Irs2,Scn7a,Slc36a2,Atp1b2,Kcnh2,Fxyd1,Kcna1,Htt,Dysf,Erbb3,Atp1a2,Prnp,Ahnak,Plcb1,Bcl2,Rapgef3,Ank3,Kcna6,Camk2d",7.09e-07,0.00066,"Regulation of transmembrane transport"
"Process","GO:0035637",10,132,10090,"10090.ENSMUSP00000037909,10090.ENSMUSP00000042405,10090.ENSMUSP00000047705,10090.ENSMUSP00000055225,10090.ENSMUSP00000073124,10090.ENSMUSP00000081334,10090.ENSMUSP00000092148,10090.ENSMUSP00000096241,10090.ENSMUSP00000101080,10090.ENSMUSP00000138326","Ntrk3,Scn7a,Kcnh2,Kcna1,Plec,Cldn19,Nfasc,Prx,Ctnna3,Ank3",7.11e-07,0.00066,"Multicellular organismal signaling"
"Process","GO:0051049",41,1998,10090,"10090.ENSMUSP00000001792,10090.ENSMUSP00000007216,10090.ENSMUSP00000020500,10090.ENSMUSP00000020948,10090.ENSMUSP00000021077,10090.ENSMUSP00000021271,10090.ENSMUSP00000025166,10090.ENSMUSP00000031445,10090.ENSMUSP00000034270,10090.ENSMUSP00000038514,10090.ENSMUSP00000042405,10090.ENSMUSP00000045613,10090.ENSMUSP00000045808,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000047705,10090.ENSMUSP00000048460,10090.ENSMUSP00000055225,10090.ENSMUSP00000069418,10090.ENSMUSP00000073555,10090.ENSMUSP00000076224,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081334,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000088833,10090.ENSMUSP00000090633,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000110777,10090.ENSMUSP00000112104,10090.ENSMUSP00000113038,10090.ENSMUSP00000116426,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000139481,10090.ENSMUSP00000142196,10090.ENSMUSP00000143677","Il16,Ap2m1,Appl2,Abca8b,Slc9a3r1,Per1,Cdh2,Aacs,Map1lc3b,Irs2,Scn7a,Slc36a2,Abca8a,Ppp1r9a,Atp1b2,Kcnh2,Fxyd1,Kcna1,C4b,Fxyd7,Zdhhc8,Htt,Dysf,Erbb3,Cldn19,Hmgb1,Atp1a2,Spp1,Prnp,Ahnak,Plcb1,Bcl2,Tnk2,Hnrnpk,Sept8,Rapgef3,Apoe,Ank3,Kcna6,Pex5l,Camk2d",9.16e-07,0.00076,"Regulation of transport"
"Process","GO:0009653",46,2406,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000006629,10090.ENSMUSP00000019611,10090.ENSMUSP00000021077,10090.ENSMUSP00000022369,10090.ENSMUSP00000022947,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000026551,10090.ENSMUSP00000028280,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000043816,10090.ENSMUSP00000044276,10090.ENSMUSP00000045478,10090.ENSMUSP00000053232,10090.ENSMUSP00000055178,10090.ENSMUSP00000071966,10090.ENSMUSP00000073124,10090.ENSMUSP00000076459,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000081946,10090.ENSMUSP00000084541,10090.ENSMUSP00000085192,10090.ENSMUSP00000088333,10090.ENSMUSP00000092148,10090.ENSMUSP00000092210,10090.ENSMUSP00000096241,10090.ENSMUSP00000099935,10090.ENSMUSP00000101049,10090.ENSMUSP00000104322,10090.ENSMUSP00000108371,10090.ENSMUSP00000116426,10090.ENSMUSP00000122852,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000138326,10090.ENSMUSP00000142284,10090.ENSMUSP00000143605,10090.ENSMUSP00000153410","Col1a1,Angptl4,Sptbn1,Arhgef25,Slc9a3r1,Vcl,Matn2,Cdh2,Pcsk5,Dpysl4,Col5a1,Col1a2,Nr2f2,Col4a1,Col4a2,Ntrk3,Kat6a,Col27a1,Sh3pxd2b,Lzts2,Stard13,Vstm4,Plxnb1,Plec,Sgcd,Htt,Dysf,Ubp1,Foxd3,Col3a1,Sema6c,Nfasc,Cdh19,Prx,L1cam,Col18a1,Gas7,Bcl2,Rapgef3,Myo9a,Ncam1,Apoe,Ank3,Sema4c,Ugt8a,Aldh1a1",1.19e-06,0.00093,"Anatomical structure morphogenesis"
"Process","GO:0022898",14,301,10090,"10090.ENSMUSP00000021077,10090.ENSMUSP00000047353,10090.ENSMUSP00000048460,10090.ENSMUSP00000055225,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000083077,10090.ENSMUSP00000088833,10090.ENSMUSP00000090633,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000116426,10090.ENSMUSP00000138326,10090.ENSMUSP00000143677","Slc9a3r1,Atp1b2,Fxyd1,Kcna1,Htt,Dysf,Atp1a2,Prnp,Ahnak,Plcb1,Bcl2,Rapgef3,Ank3,Camk2d",1.21e-06,0.00093,"Regulation of transmembrane transporter activity"
"Process","GO:0048518",93,6612,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000001792,10090.ENSMUSP00000002360,10090.ENSMUSP00000006629,10090.ENSMUSP00000007216,10090.ENSMUSP00000009550,10090.ENSMUSP00000015987,10090.ENSMUSP00000018755,10090.ENSMUSP00000020118,10090.ENSMUSP00000020500,10090.ENSMUSP00000020948,10090.ENSMUSP00000021062,10090.ENSMUSP00000021077,10090.ENSMUSP00000021271,10090.ENSMUSP00000021416,10090.ENSMUSP00000024857,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000029910,10090.ENSMUSP00000030039,10090.ENSMUSP00000030142,10090.ENSMUSP00000030469,10090.ENSMUSP00000030623,10090.ENSMUSP00000031445,10090.ENSMUSP00000031447,10090.ENSMUSP00000032768,10090.ENSMUSP00000034270,10090.ENSMUSP00000035113,10090.ENSMUSP00000035802,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000038514,10090.ENSMUSP00000043146,10090.ENSMUSP00000043679,10090.ENSMUSP00000044276,10090.ENSMUSP00000045478,10090.ENSMUSP00000045613,10090.ENSMUSP00000045639,10090.ENSMUSP00000045808,10090.ENSMUSP00000046185,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000047705,10090.ENSMUSP00000048460,10090.ENSMUSP00000051468,10090.ENSMUSP00000055225,10090.ENSMUSP00000065832,10090.ENSMUSP00000069418,10090.ENSMUSP00000071966,10090.ENSMUSP00000072894,10090.ENSMUSP00000074621,10090.ENSMUSP00000074895,10090.ENSMUSP00000075423,10090.ENSMUSP00000076224,10090.ENSMUSP00000077753,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081334,10090.ENSMUSP00000081946,10090.ENSMUSP00000082682,10090.ENSMUSP00000084043,10090.ENSMUSP00000084541,10090.ENSMUSP00000085192,10090.ENSMUSP00000088333,10090.ENSMUSP00000088833,10090.ENSMUSP00000090245,10090.ENSMUSP00000090633,10090.ENSMUSP00000095608,10090.ENSMUSP00000099935,10090.ENSMUSP00000101004,10090.ENSMUSP00000101049,10090.ENSMUSP00000102710,10090.ENSMUSP00000103243,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000110777,10090.ENSMUSP00000112104,10090.ENSMUSP00000116426,10090.ENSMUSP00000123090,10090.ENSMUSP00000125840,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000136453,10090.ENSMUSP00000138326,10090.ENSMUSP00000142196,10090.ENSMUSP00000142284,10090.ENSMUSP00000143677,10090.ENSMUSP00000148145,10090.ENSMUSP00000153410,10090.ENSMUSP00000153467","Col1a1,Il16,Angptl4,Sptbn1,Ap2m1,Elk1,Rxrg,Pdlim4,Dusp6,Appl2,Abca8b,Ddx5,Slc9a3r1,Per1,Mbip,Lbh,Cdh2,Pcsk5,Vim,Gsn,Nsmaf,Fmn2,Epb41l4b,Lurap1,Sfpq,Aacs,Anxa3,Nr2f2,Map1lc3b,Ss18l2,Col16a1,Ntrk3,Kat6a,Irs2,Shc4,Gsap,Sh3pxd2b,Lzts2,Slc36a2,Klf9,Abca8a,Mbp,Ppp1r9a,Atp1b2,Kcnh2,Fxyd1,Plekha4,Kcna1,Cdkn1b,C4b,Plxnb1,Peli2,Smtn,Ddn,Csf2ra,Zdhhc8,Gid8,Htt,Dysf,Erbb3,Cldn19,Ubp1,Hmgb1,Spp1,Foxd3,Col3a1,Sema6c,Prnp,Marcks,Ahnak,Fam53b,L1cam,Cirbp,Col18a1,Txnip,Kirrel,Plcb1,Bcl2,Tnk2,Hnrnpk,Rapgef3,Dusp15,Eps8l1,Ncam1,Apoe,Tbc1d10a,Ank3,Pex5l,Sema4c,Camk2d,Cebpd,Aldh1a1,Trip10",1.17e-06,0.00093,"Positive regulation of biological process"
"Process","GO:0019226",8,80,10090,"10090.ENSMUSP00000037909,10090.ENSMUSP00000042405,10090.ENSMUSP00000055225,10090.ENSMUSP00000073124,10090.ENSMUSP00000081334,10090.ENSMUSP00000092148,10090.ENSMUSP00000096241,10090.ENSMUSP00000138326","Ntrk3,Scn7a,Kcna1,Plec,Cldn19,Nfasc,Prx,Ank3",1.38e-06,0.00095,"Transmission of nerve impulse"
"Process","GO:0065007",157,13744,10090,"10090.ENSMUSP00000000291,10090.ENSMUSP00000001547,10090.ENSMUSP00000001792,10090.ENSMUSP00000002360,10090.ENSMUSP00000006105,10090.ENSMUSP00000006629,10090.ENSMUSP00000007216,10090.ENSMUSP00000009550,10090.ENSMUSP00000015987,10090.ENSMUSP00000017288,10090.ENSMUSP00000018755,10090.ENSMUSP00000019516,10090.ENSMUSP00000019611,10090.ENSMUSP00000019992,10090.ENSMUSP00000020118,10090.ENSMUSP00000020500,10090.ENSMUSP00000020948,10090.ENSMUSP00000021062,10090.ENSMUSP00000021077,10090.ENSMUSP00000021271,10090.ENSMUSP00000021416,10090.ENSMUSP00000022369,10090.ENSMUSP00000022566,10090.ENSMUSP00000023083,10090.ENSMUSP00000023918,10090.ENSMUSP00000024857,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000026150,10090.ENSMUSP00000027897,10090.ENSMUSP00000028062,10090.ENSMUSP00000028239,10090.ENSMUSP00000028280,10090.ENSMUSP00000028328,10090.ENSMUSP00000028595,10090.ENSMUSP00000029910,10090.ENSMUSP00000030039,10090.ENSMUSP00000030142,10090.ENSMUSP00000030469,10090.ENSMUSP00000030623,10090.ENSMUSP00000031445,10090.ENSMUSP00000031447,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000034270,10090.ENSMUSP00000034868,10090.ENSMUSP00000034941,10090.ENSMUSP00000035113,10090.ENSMUSP00000035802,10090.ENSMUSP00000036138,10090.ENSMUSP00000037909,10090.ENSMUSP00000038181,10090.ENSMUSP00000038514,10090.ENSMUSP00000040019,10090.ENSMUSP00000041579,10090.ENSMUSP00000041828,10090.ENSMUSP00000042405,10090.ENSMUSP00000043146,10090.ENSMUSP00000043618,10090.ENSMUSP00000043679,10090.ENSMUSP00000044276,10090.ENSMUSP00000045478,10090.ENSMUSP00000045613,10090.ENSMUSP00000045639,10090.ENSMUSP00000045808,10090.ENSMUSP00000046185,10090.ENSMUSP00000046449,10090.ENSMUSP00000046906,10090.ENSMUSP00000047353,10090.ENSMUSP00000047374,10090.ENSMUSP00000047410,10090.ENSMUSP00000047705,10090.ENSMUSP00000047881,10090.ENSMUSP00000048267,10090.ENSMUSP00000048460,10090.ENSMUSP00000049723,10090.ENSMUSP00000050211,10090.ENSMUSP00000051468,10090.ENSMUSP00000053232,10090.ENSMUSP00000055178,10090.ENSMUSP00000055225,10090.ENSMUSP00000063217,10090.ENSMUSP00000065619,10090.ENSMUSP00000065832,10090.ENSMUSP00000066701,10090.ENSMUSP00000066880,10090.ENSMUSP00000069418,10090.ENSMUSP00000070648,10090.ENSMUSP00000071966,10090.ENSMUSP00000072894,10090.ENSMUSP00000073124,10090.ENSMUSP00000073555,10090.ENSMUSP00000074621,10090.ENSMUSP00000074895,10090.ENSMUSP00000075423,10090.ENSMUSP00000076224,10090.ENSMUSP00000076459,10090.ENSMUSP00000077423,10090.ENSMUSP00000077753,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000080716,10090.ENSMUSP00000081334,10090.ENSMUSP00000081946,10090.ENSMUSP00000082682,10090.ENSMUSP00000083077,10090.ENSMUSP00000084043,10090.ENSMUSP00000084541,10090.ENSMUSP00000085192,10090.ENSMUSP00000085293,10090.ENSMUSP00000088291,10090.ENSMUSP00000088333,10090.ENSMUSP00000088833,10090.ENSMUSP00000090245,10090.ENSMUSP00000090633,10090.ENSMUSP00000095608,10090.ENSMUSP00000096241,10090.ENSMUSP00000097812,10090.ENSMUSP00000099493,10090.ENSMUSP00000099848,10090.ENSMUSP00000099935,10090.ENSMUSP00000101004,10090.ENSMUSP00000101049,10090.ENSMUSP00000101080,10090.ENSMUSP00000102710,10090.ENSMUSP00000103243,10090.ENSMUSP00000103881,10090.ENSMUSP00000104322,10090.ENSMUSP00000105216,10090.ENSMUSP00000105743,10090.ENSMUSP00000107062,10090.ENSMUSP00000108371,10090.ENSMUSP00000110777,10090.ENSMUSP00000112104,10090.ENSMUSP00000113038,10090.ENSMUSP00000113729,10090.ENSMUSP00000116426,10090.ENSMUSP00000119781,10090.ENSMUSP00000121358,10090.ENSMUSP00000122852,10090.ENSMUSP00000123090,10090.ENSMUSP00000124131,10090.ENSMUSP00000125840,10090.ENSMUSP00000130668,10090.ENSMUSP00000133302,10090.ENSMUSP00000136453,10090.ENSMUSP00000138326,10090.ENSMUSP00000139481,10090.ENSMUSP00000142196,10090.ENSMUSP00000142284,10090.ENSMUSP00000143677,10090.ENSMUSP00000148145,10090.ENSMUSP00000153410,10090.ENSMUSP00000153467,10090.ENSMUSP00000156151","Mnt,Col1a1,Il16,Angptl4,Shpk,Sptbn1,Ap2m1,Elk1,Rxrg,Rnd3,Pdlim4,Nrbp2,Arhgef25,Lama4,Dusp6,Appl2,Abca8b,Ddx5,Slc9a3r1,Per1,Mbip,Vcl,Spata13,Cyp2d22,Ivns1abp,Lbh,Cdh2,Pcsk5,Arhgap19,Smyd2,Vim,Gsn,Col5a1,Entpd2,Depdc7,Nsmaf,Fmn2,Epb41l4b,Lurap1,Sfpq,Aacs,Anxa3,Col1a2,Nr2f2,Col4a1,Col4a2,Map1lc3b,Clk1,Plscr4,Ss18l2,Col16a1,Cmtm5,Ntrk3,Kat6a,Irs2,Piezo2,Lgi4,Sorcs2,Scn7a,Shc4,Rprd1a,Gsap,Sh3pxd2b,Lzts2,Slc36a2,Klf9,Abca8a,Mbp,Cc2d1a,Ppp1r9a,Atp1b2,Ptpdc1,Tax1bp3,Kcnh2,Dock9,Rassf4,Fxyd1,Nek6,Mtss2,Plekha4,Stard13,Vstm4,Kcna1,Asap2,Rasgef1c,Cdkn1b,Mpz,Cadm4,C4b,Xkr4,Plxnb1,Peli2,Plec,Fxyd7,Smtn,Ddn,Csf2ra,Zdhhc8,Sgcd,Rasal2,Gid8,Htt,Dysf,Erbb3,Cldn19,Ubp1,Hmgb1,Atp1a2,Spp1,Foxd3,Col3a1,S1pr3,Otud7b,Sema6c,Prnp,Marcks,Ahnak,Fam53b,Prx,Ralgds,Per3,Dennd1a,L1cam,Cirbp,Col18a1,Ctnna3,Txnip,Kirrel,Wwp1,Gas7,Rbm39,Plcb1,Mpzl1,Bcl2,Tnk2,Hnrnpk,Sept8,Slc7a2,Rapgef3,Zfp866,Ide,Myo9a,Dusp15,Tle3,Eps8l1,Ncam1,Apoe,Tbc1d10a,Ank3,Kcna6,Pex5l,Sema4c,Camk2d,Cebpd,Aldh1a1,Trip10,Ttc3",1.73e-06,0.0011,"Biological regulation"
"Process","GO:0001568",19,568,10090,"10090.ENSMUSP00000001547,10090.ENSMUSP00000002360,10090.ENSMUSP00000019992,10090.ENSMUSP00000025166,10090.ENSMUSP00000025618,10090.ENSMUSP00000028280,10090.ENSMUSP00000031668,10090.ENSMUSP00000032768,10090.ENSMUSP00000033898,10090.ENSMUSP00000033899,10090.ENSMUSP00000038181,10090.ENSMUSP00000055178,10090.ENSMUSP00000076459,10090.ENSMUSP00000080579,10090.ENSMUSP00000081946,10090.ENSMUSP00000085192,10090.ENSMUSP00000101049,10090.ENSMUSP00000116426,10090.ENSMUSP00000133302","Col1a1,Angptl4,Lama4,Cdh2,Pcsk5,Col5a1,Col1a2,Nr2f2,Col4a1,Col4a2,Kat6a,Vstm4,Sgcd,Dysf,Ubp1,Col3a1,Col18a1,Rapgef3,Apoe",1.84e-06,0.0012,"Blood vessel development"
"Process","GO:0007009",10,150,10090,"10090.ENSMUSP00000006629,10090.ENSMUSP00000021077,10090.ENSMUSP00000028280,10090.ENSMUSP00000034941,10090.ENSMUSP00000050211,10090.ENSMUSP00000070648,10090.ENSMUSP00000073124,10090.ENSMUSP00000080579,10090.ENSMUSP00000096241,10090.ENSMUSP00000138326","Sptbn1,Slc9a3r1,Col5a1,Plscr4,Mtss2,Xkr4,Plec,Dysf,Prx,Ank3",2.11e-06,0.0012,"Plasma membrane organization"
"Process","GO:0010959",17,462,10090,"10090.ENSMUSP00000001792,10090.ENSMUSP00000021077,10090.ENSMUSP00000021271,10090.ENSMUSP00000047353,10090.ENSMUSP00000047705,10090.ENSMUSP00000048460,10090.ENSMUSP00000055225,10090.ENSMUSP00000078945,10090.ENSMUSP00000080579,10090.ENSMUSP00000083077,10090.ENSMUSP00000088833,10090.ENSMUSP00000090633,10090.ENSMUSP00000105743,10090.ENSMUSP00000108371,10090.ENSMUSP00000116426,10090.ENSMUSP00000138326,10090.ENSMUSP00000143677","Il16,Slc9a3r1,Per1,Atp1b2,Kcnh2,Fxyd1,Kcna1,Htt,Dysf,Atp1a2,Prnp,Ahnak,Plcb1,Bcl2,Rapgef3,Ank3,Camk2d",1.93e-06,0.0012,"Regulation of metal ion transport"
